Date,state,district,sm_level,sm_agg_pct,sm_vol_pct,day_of_year,week,month,district_encoded,drought_risk
2018-07-17,GUJARAT,Tapi,2.77,18.85,43.7047631,198,29,7,22,0
2018-07-17,GUJARAT,Panch Mahals,3.44,28.21,38.02482156,198,29,7,15,0
2018-07-17,GUJARAT,Surat,1.59,10.82,44.81115526,198,29,7,20,1
2018-07-17,GUJARAT,Sabar Kantha,2.99,24.41,34.43063285,198,29,7,19,0
2018-07-17,GUJARAT,Mahesana,0.22,1.85,29.88422987,198,29,7,12,2
2018-07-17,GUJARAT,Banas Kantha,1.22,11.32,29.55271897,198,29,7,3,1
2018-07-17,GUJARAT,Dohad,3.1,23.0,41.5745695,198,29,7,6,0
2018-07-17,GUJARAT,Ahmadabad,1.87,14.96,37.67474586,198,29,7,0,1
2018-07-17,GUJARAT,Porbandar,0.32,3.24,40.44502686,198,29,7,17,2
2018-07-17,GUJARAT,Junagadh,5.24,39.4,43.23051835,198,29,7,9,0
2018-07-17,GUJARAT,Kachchh,2.09,12.1,25.76653046,198,29,7,10,1
2018-07-17,GUJARAT,Rajkot,0.98,7.9,42.25097582,198,29,7,18,1
2018-07-16,GUJARAT,Gandhinagar,1.05,7.82,30.44150562,197,29,7,7,1
2018-07-16,GUJARAT,Narmada,0.55,5.69,44.77031063,197,29,7,13,1
2018-07-16,GUJARAT,Jamnagar,0.4,3.62,35.37959063,197,29,7,8,2
2018-07-16,GUJARAT,Vadodara,2.57,27.74,44.17772528,197,29,7,24,0
2018-07-16,GUJARAT,Navsari,3.09,20.05,44.51564177,197,29,7,14,0
2018-07-16,GUJARAT,Surendranagar,0.53,3.81,39.59752316,197,29,7,21,2
2018-07-16,GUJARAT,Bharuch,4.07,26.05,44.57127642,197,29,7,4,0
2018-07-16,GUJARAT,Valsad,8.17,49.98,42.54101868,197,29,7,25,0
2018-07-16,GUJARAT,Amreli,5.97,47.98,44.03884927,197,29,7,1,0
2018-07-16,GUJARAT,Anand,5.97,45.08,39.04068797,197,29,7,2,0
2018-07-16,GUJARAT,Bhavnagar,4.32,32.69,43.93048663,197,29,7,5,0
2018-07-16,GUJARAT,Kheda,2.9,25.91,31.8300167,197,29,7,11,0
2018-07-16,GUJARAT,Patan,1.56,11.27,37.43036501,197,29,7,16,1
2018-07-16,GUJARAT,The Dangs,6.9,40.73,36.17278269,197,29,7,23,0
2018-07-16,GUJARAT,Tapi,2.29,16.08,43.68532864,197,29,7,22,0
2018-07-16,GUJARAT,Panch Mahals,3.45,28.32,39.1907683,197,29,7,15,0
2018-07-16,GUJARAT,Surat,1.6,10.89,45.11648849,197,29,7,20,1
2018-07-16,GUJARAT,Sabar Kantha,3.42,27.36,35.62783156,197,29,7,19,0
2018-07-16,GUJARAT,Mahesana,0.54,3.98,30.78183224,197,29,7,12,2
2018-07-16,GUJARAT,Banas Kantha,1.55,13.51,31.06931196,197,29,7,3,1
2018-07-16,GUJARAT,Dohad,3.16,23.36,42.89652839,197,29,7,6,0
2018-07-16,GUJARAT,Ahmadabad,1.92,15.39,38.3846942,197,29,7,0,0
2018-07-16,GUJARAT,Porbandar,0.23,2.51,38.60634373,197,29,7,17,2
2018-07-16,GUJARAT,Junagadh,4.03,29.78,42.73975568,197,29,7,9,0
2018-07-16,GUJARAT,Kachchh,1.79,10.2,22.69741458,197,29,7,10,1
2018-07-16,GUJARAT,Rajkot,0.89,7.12,44.34232502,197,29,7,18,1
2018-07-15,GUJARAT,Gandhinagar,0.94,7.06,29.5494639,196,28,7,7,1
2018-07-15,GUJARAT,Narmada,0.53,5.42,44.36720324,196,28,7,13,1
2018-07-15,GUJARAT,Jamnagar,0.06,0.44,30.72093053,196,28,7,8,2
2018-07-15,GUJARAT,Vadodara,2.45,26.44,44.01243993,196,28,7,24,0
2018-07-15,GUJARAT,Navsari,2.35,15.6,43.62739452,196,28,7,14,0
2018-07-15,GUJARAT,Surendranagar,0.09,0.64,35.3220549,196,28,7,21,2
2018-07-15,GUJARAT,Bharuch,4.07,26.04,44.49502857,196,28,7,4,0
2018-07-15,GUJARAT,Valsad,6.81,42.27,41.58624367,196,28,7,25,0
2018-07-15,GUJARAT,Amreli,4.2,33.82,42.78170079,196,28,7,1,0
2018-07-15,GUJARAT,Anand,4.84,35.97,37.34982395,196,28,7,2,0
2018-07-15,GUJARAT,Bhavnagar,3.96,29.49,43.74197044,196,28,7,5,0
2018-07-15,GUJARAT,Kheda,2.71,24.24,30.71337041,196,28,7,11,0
2018-07-15,GUJARAT,Patan,0.55,4.31,34.08564666,196,28,7,16,2
2018-07-15,GUJARAT,The Dangs,2.87,17.2,32.26938323,196,28,7,23,0
2018-07-15,GUJARAT,Tapi,1.87,13.69,42.55981611,196,28,7,22,1
2018-07-15,GUJARAT,Panch Mahals,3.01,24.57,37.55394174,196,28,7,15,0
2018-07-15,GUJARAT,Surat,1.6,10.85,44.6912163,196,28,7,20,1
2018-07-15,GUJARAT,Sabar Kantha,3.42,26.86,34.84116683,196,28,7,19,0
2018-07-15,GUJARAT,Mahesana,0.53,3.87,30.84720029,196,28,7,12,2
2018-07-15,GUJARAT,Banas Kantha,1.87,15.51,32.73513638,196,28,7,3,0
2018-07-15,GUJARAT,Dohad,2.84,21.06,41.64187811,196,28,7,6,0
2018-07-15,GUJARAT,Ahmadabad,1.92,15.32,38.39425749,196,28,7,0,0
2018-07-15,GUJARAT,Porbandar,0.17,2.09,39.03838702,196,28,7,17,2
2018-07-15,GUJARAT,Junagadh,2.68,20.09,40.9416587,196,28,7,9,0
2018-07-15,GUJARAT,Kachchh,1.26,7.28,19.72316597,196,28,7,10,1
2018-07-15,GUJARAT,Rajkot,0.05,0.4,38.74278229,196,28,7,18,2
2018-07-14,GUJARAT,Gandhinagar,2.34,16.51,33.10934585,195,28,7,7,0
2018-07-14,GUJARAT,Narmada,0.4,4.03,45.38091192,195,28,7,13,2
2018-07-14,GUJARAT,Jamnagar,0.06,0.48,24.02537923,195,28,7,8,2
2018-07-14,GUJARAT,Vadodara,2.2,23.64,44.38902053,195,28,7,24,0
2018-07-14,GUJARAT,Navsari,2.64,17.23,44.17420747,195,28,7,14,0
2018-07-14,GUJARAT,Surendranagar,0.23,1.56,36.05993734,195,28,7,21,2
2018-07-14,GUJARAT,Bharuch,4.02,25.75,44.36317829,195,28,7,4,0
2018-07-14,GUJARAT,Valsad,5.94,37.17,40.92937737,195,28,7,25,0
2018-07-14,GUJARAT,Amreli,3.74,30.24,42.22302845,195,28,7,1,0
2018-07-14,GUJARAT,Anand,5.37,40.52,38.86327593,195,28,7,2,0
2018-07-14,GUJARAT,Bhavnagar,3.35,24.48,43.58189103,195,28,7,5,0
2018-07-14,GUJARAT,Kheda,4.09,35.14,34.3502208,195,28,7,11,0
2018-07-14,GUJARAT,Patan,0.46,3.5,34.34487748,195,28,7,16,2
2018-07-14,GUJARAT,The Dangs,4.41,25.84,33.87960106,195,28,7,23,0
2018-07-14,GUJARAT,Tapi,2.04,14.53,43.29807339,195,28,7,22,1
2018-07-14,GUJARAT,Panch Mahals,3.43,27.85,40.14468228,195,28,7,15,0
2018-07-14,GUJARAT,Surat,1.58,10.75,44.94268541,195,28,7,20,1
2018-07-14,GUJARAT,Sabar Kantha,4.09,32.67,36.91110428,195,28,7,19,0
2018-07-14,GUJARAT,Mahesana,1.8,12.22,33.54316186,195,28,7,12,1
2018-07-14,GUJARAT,Banas Kantha,1.06,8.77,30.84087576,195,28,7,3,1
2018-07-14,GUJARAT,Dohad,3.09,22.62,43.59904538,195,28,7,6,0
2018-07-14,GUJARAT,Ahmadabad,2.06,15.98,39.80175314,195,28,7,0,0
2018-07-14,GUJARAT,Porbandar,0.12,1.63,31.84767666,195,28,7,17,2
2018-07-14,GUJARAT,Junagadh,2.78,20.3,41.72549185,195,28,7,9,0
2018-07-14,GUJARAT,Kachchh,1.07,5.93,12.50572634,195,28,7,10,1
2018-07-14,GUJARAT,Rajkot,0.06,0.39,39.57829011,195,28,7,18,2
2018-07-13,GUJARAT,Gandhinagar,2.16,15.35,33.04475347,194,28,7,7,0
2018-07-13,GUJARAT,Narmada,0.24,2.47,43.95917719,194,28,7,13,2
2018-07-13,GUJARAT,Jamnagar,0.06,0.44,21.82569997,194,28,7,8,2
2018-07-13,GUJARAT,Vadodara,1.7,18.43,43.25985454,194,28,7,24,0
2018-07-13,GUJARAT,Navsari,2.17,14.52,43.49023565,194,28,7,14,1
2018-07-13,GUJARAT,Surendranagar,0.04,0.25,31.03601544,194,28,7,21,2
2018-07-13,GUJARAT,Bharuch,4.03,25.73,44.09950098,194,28,7,4,0
2018-07-13,GUJARAT,Valsad,5.12,32.53,40.0646466,194,28,7,25,0
2018-07-13,GUJARAT,Amreli,4.28,34.26,43.36246056,194,28,7,1,0
2018-07-13,GUJARAT,Anand,3.36,25.6,35.23205128,194,28,7,2,0
2018-07-13,GUJARAT,Bhavnagar,2.88,20.8,42.08229802,194,28,7,5,0
2018-07-13,GUJARAT,Kheda,3.76,32.92,33.91442426,194,28,7,11,0
2018-07-13,GUJARAT,Patan,0.17,1.38,31.98043921,194,28,7,16,2
2018-07-13,GUJARAT,The Dangs,4.91,28.21,34.01357592,194,28,7,23,0
2018-07-13,GUJARAT,Tapi,1.95,14.0,42.59851507,194,28,7,22,1
2018-07-13,GUJARAT,Panch Mahals,2.82,22.75,39.31986393,194,28,7,15,0
2018-07-13,GUJARAT,Surat,1.59,10.83,44.57051164,194,28,7,20,1
2018-07-13,GUJARAT,Sabar Kantha,3.53,28.96,36.25941786,194,28,7,19,0
2018-07-13,GUJARAT,Mahesana,1.02,7.0,32.00308183,194,28,7,12,1
2018-07-13,GUJARAT,Banas Kantha,0.45,3.99,24.33709437,194,28,7,3,2
2018-07-13,GUJARAT,Dohad,1.99,14.38,42.00578887,194,28,7,6,1
2018-07-13,GUJARAT,Ahmadabad,1.67,12.56,38.36356103,194,28,7,0,1
2018-07-13,GUJARAT,Porbandar,0.14,1.84,32.0911742,194,28,7,17,2
2018-07-13,GUJARAT,Junagadh,2.79,20.24,43.11933793,194,28,7,9,0
2018-07-13,GUJARAT,Kachchh,1.06,5.86,11.79458814,194,28,7,10,1
2018-07-13,GUJARAT,Rajkot,0.02,0.13,35.89516332,194,28,7,18,2
2018-07-12,GUJARAT,Gandhinagar,2.0,14.14,33.10032315,193,28,7,7,1
2018-07-12,GUJARAT,Narmada,0.23,2.27,44.99368441,193,28,7,13,2
2018-07-12,GUJARAT,Jamnagar,0.06,0.4,19.34357294,193,28,7,8,2
2018-07-12,GUJARAT,Vadodara,1.63,17.5,43.47219713,193,28,7,24,0
2018-07-12,GUJARAT,Navsari,2.51,16.41,44.0952514,193,28,7,14,0
2018-07-12,GUJARAT,Surendranagar,0.08,0.49,29.95565642,193,28,7,21,2
2018-07-12,GUJARAT,Bharuch,4.03,25.56,44.3917822,193,28,7,4,0
2018-07-12,GUJARAT,Valsad,5.97,37.27,41.14847005,193,28,7,25,0
2018-07-12,GUJARAT,Amreli,2.32,19.44,43.55203118,193,28,7,1,0
2018-07-12,GUJARAT,Anand,3.59,27.51,36.41557823,193,28,7,2,0
2018-07-12,GUJARAT,Bhavnagar,2.63,18.73,43.95143439,193,28,7,5,0
2018-07-12,GUJARAT,Kheda,3.59,31.02,33.39454283,193,28,7,11,0
2018-07-12,GUJARAT,Patan,0.11,0.97,29.93337507,193,28,7,16,2
2018-07-12,GUJARAT,The Dangs,7.42,43.04,36.29863212,193,28,7,23,0
2018-07-12,GUJARAT,Tapi,2.29,15.88,43.71494862,193,28,7,22,0
2018-07-12,GUJARAT,Panch Mahals,2.07,17.04,38.18782359,193,28,7,15,0
2018-07-12,GUJARAT,Surat,1.6,10.85,45.03403306,193,28,7,20,1
2018-07-12,GUJARAT,Sabar Kantha,3.15,25.58,35.65921209,193,28,7,19,0
2018-07-12,GUJARAT,Mahesana,0.68,4.72,31.235092,193,28,7,12,2
2018-07-12,GUJARAT,Banas Kantha,0.37,3.41,23.35842525,193,28,7,3,2
2018-07-12,GUJARAT,Dohad,1.84,13.08,42.18925311,193,28,7,6,1
2018-07-12,GUJARAT,Ahmadabad,1.75,13.19,40.02855055,193,28,7,0,1
2018-07-12,GUJARAT,Porbandar,0.18,2.12,32.31338563,193,28,7,17,2
2018-07-12,GUJARAT,Junagadh,1.15,8.89,34.22898909,193,28,7,9,1
2018-07-12,GUJARAT,Kachchh,1.06,5.88,11.16873971,193,28,7,10,1
2018-07-12,GUJARAT,Rajkot,0.01,0.08,29.26934945,193,28,7,18,2
2018-07-11,GUJARAT,Gandhinagar,2.92,20.22,35.43488581,192,28,7,7,0
2018-07-11,GUJARAT,Narmada,0.2,1.89,45.79459278,192,28,7,13,2
2018-07-11,GUJARAT,Jamnagar,0.06,0.4,16.94642348,192,28,7,8,2
2018-07-11,GUJARAT,Vadodara,1.71,17.97,44.76366924,192,28,7,24,0
2018-07-11,GUJARAT,Navsari,2.32,15.28,43.86925148,192,28,7,14,0
2018-07-11,GUJARAT,Surendranagar,0.06,0.43,27.54613602,192,28,7,21,2
2018-07-11,GUJARAT,Bharuch,3.89,24.46,44.36976819,192,28,7,4,0
2018-07-11,GUJARAT,Valsad,5.06,32.1,40.33908279,192,28,7,25,0
2018-07-11,GUJARAT,Amreli,1.31,11.3,37.76808222,192,28,7,1,1
2018-07-11,GUJARAT,Anand,4.9,37.4,38.32965599,192,28,7,2,0
2018-07-11,GUJARAT,Bhavnagar,1.75,12.08,41.07903278,192,28,7,5,1
2018-07-11,GUJARAT,Kheda,5.52,46.09,37.09445051,192,28,7,11,0
2018-07-11,GUJARAT,Patan,0.21,1.59,30.76937798,192,28,7,16,2
2018-07-11,GUJARAT,The Dangs,5.97,34.48,35.22755817,192,28,7,23,0
2018-07-11,GUJARAT,Tapi,1.95,13.58,43.42798348,192,28,7,22,1
2018-07-11,GUJARAT,Panch Mahals,3.32,27.06,41.09406975,192,28,7,15,0
2018-07-11,GUJARAT,Surat,1.59,10.79,44.88759722,192,28,7,20,1
2018-07-11,GUJARAT,Sabar Kantha,4.1,32.77,38.07307375,192,28,7,19,0
2018-07-11,GUJARAT,Mahesana,1.72,11.56,33.49500689,192,28,7,12,1
2018-07-11,GUJARAT,Banas Kantha,0.58,4.7,24.69148117,192,28,7,3,2
2018-07-11,GUJARAT,Dohad,2.52,17.92,43.67570285,192,28,7,6,0
2018-07-11,GUJARAT,Ahmadabad,1.75,12.87,40.67410796,192,28,7,0,1
2018-07-11,GUJARAT,Porbandar,0.12,1.65,29.2077432,192,28,7,17,2
2018-07-11,GUJARAT,Junagadh,0.36,3.33,27.45946349,192,28,7,9,2
2018-07-11,GUJARAT,Kachchh,1.07,5.92,11.32200913,192,28,7,10,1
2018-07-11,GUJARAT,Rajkot,0.01,0.08,21.15655918,192,28,7,18,2
2018-07-10,GUJARAT,Gandhinagar,0.13,1.12,29.0692652,191,28,7,7,2
2018-07-10,GUJARAT,Narmada,0.02,0.11,44.40827666,191,28,7,13,2
2018-07-10,GUJARAT,Jamnagar,0.06,0.41,16.58266543,191,28,7,8,2
2018-07-10,GUJARAT,Vadodara,0.69,7.17,41.20898264,191,28,7,24,1
2018-07-10,GUJARAT,Navsari,1.8,12.16,43.45863597,191,28,7,14,1
2018-07-10,GUJARAT,Surendranagar,0.02,0.12,22.88553682,191,28,7,21,2
2018-07-10,GUJARAT,Bharuch,3.51,21.5,43.28127143,191,28,7,4,0
2018-07-10,GUJARAT,Valsad,4.39,28.38,40.28174102,191,28,7,25,0
2018-07-10,GUJARAT,Amreli,1.34,11.5,39.28606158,191,28,7,1,1
2018-07-10,GUJARAT,Anand,1.37,11.09,32.99294481,191,28,7,2,1
2018-07-10,GUJARAT,Bhavnagar,1.55,10.76,40.39913595,191,28,7,5,1
2018-07-10,GUJARAT,Kheda,2.39,22.51,32.29543402,191,28,7,11,0
2018-07-10,GUJARAT,Patan,0.08,0.66,26.05049738,191,28,7,16,2
2018-07-10,GUJARAT,The Dangs,4.09,24.34,34.77363187,191,28,7,23,0
2018-07-10,GUJARAT,Tapi,1.54,10.94,43.26946065,191,28,7,22,1
2018-07-10,GUJARAT,Panch Mahals,1.51,12.47,38.17283318,191,28,7,15,1
2018-07-10,GUJARAT,Surat,1.56,10.47,44.53619341,191,28,7,20,1
2018-07-10,GUJARAT,Sabar Kantha,2.04,17.5,35.89263988,191,28,7,19,0
2018-07-10,GUJARAT,Mahesana,0.07,0.58,27.47660514,191,28,7,12,2
2018-07-10,GUJARAT,Banas Kantha,0.32,2.76,22.31812263,191,28,7,3,2
2018-07-10,GUJARAT,Dohad,0.9,6.49,42.20044853,191,28,7,6,1
2018-07-10,GUJARAT,Ahmadabad,0.56,4.05,36.35508841,191,28,7,0,2
2018-07-10,GUJARAT,Porbandar,0.1,1.45,28.43275788,191,28,7,17,2
2018-07-10,GUJARAT,Junagadh,0.37,3.36,26.99723812,191,28,7,9,2
2018-07-10,GUJARAT,Kachchh,1.07,5.97,10.62849072,191,28,7,10,1
2018-07-10,GUJARAT,Rajkot,0.01,0.08,20.53502144,191,28,7,18,2
2018-07-09,GUJARAT,Gandhinagar,0.11,0.9,26.51078046,190,28,7,7,2
2018-07-09,GUJARAT,Narmada,0.01,0.06,41.40538686,190,28,7,13,2
2018-07-09,GUJARAT,Jamnagar,0.06,0.41,16.04861849,190,28,7,8,2
2018-07-09,GUJARAT,Vadodara,0.56,6.02,38.50812709,190,28,7,24,1
2018-07-09,GUJARAT,Navsari,1.43,9.98,40.25368306,190,28,7,14,1
2018-07-09,GUJARAT,Surendranagar,0.01,0.08,18.8902504,190,28,7,21,2
2018-07-09,GUJARAT,Bharuch,3.15,19.25,39.81485418,190,28,7,4,0
2018-07-09,GUJARAT,Valsad,2.61,17.81,36.44054538,190,28,7,25,0
2018-07-09,GUJARAT,Amreli,1.16,10.02,36.70241606,190,28,7,1,1
2018-07-09,GUJARAT,Anand,0.88,7.12,29.17997711,190,28,7,2,1
2018-07-09,GUJARAT,Bhavnagar,1.22,8.36,34.94656198,190,28,7,5,1
2018-07-09,GUJARAT,Kheda,1.51,14.37,28.23231158,190,28,7,11,1
2018-07-09,GUJARAT,Patan,0.06,0.51,23.84447368,190,28,7,16,2
2018-07-09,GUJARAT,The Dangs,0.88,4.92,29.0399506,190,28,7,23,2
2018-07-09,GUJARAT,Tapi,1.0,7.48,39.66073867,190,28,7,22,1
2018-07-09,GUJARAT,Panch Mahals,0.88,7.38,34.86219421,190,28,7,15,1
2018-07-09,GUJARAT,Surat,1.48,9.88,42.11348258,190,28,7,20,1
2018-07-09,GUJARAT,Sabar Kantha,1.28,11.68,31.41161242,190,28,7,19,1
2018-07-09,GUJARAT,Mahesana,0.04,0.33,23.90349106,190,28,7,12,2
2018-07-09,GUJARAT,Banas Kantha,0.13,1.19,18.98455002,190,28,7,3,2
2018-07-09,GUJARAT,Dohad,0.41,3.07,39.08513701,190,28,7,6,2
2018-07-09,GUJARAT,Ahmadabad,0.4,2.91,31.0927678,190,28,7,0,2
2018-07-09,GUJARAT,Porbandar,0.08,1.29,27.29732943,190,28,7,17,2
2018-07-09,GUJARAT,Junagadh,0.24,2.36,25.38628179,190,28,7,9,2
2018-07-09,GUJARAT,Kachchh,1.08,6.02,10.35567938,190,28,7,10,1
2018-07-09,GUJARAT,Rajkot,0.01,0.08,18.87405188,190,28,7,18,2
2018-07-08,GUJARAT,Gandhinagar,0.11,0.91,26.45539526,189,27,7,7,2
2018-07-08,GUJARAT,Narmada,0.02,0.1,42.5333823,189,27,7,13,2
2018-07-08,GUJARAT,Jamnagar,0.06,0.42,16.29520455,189,27,7,8,2
2018-07-08,GUJARAT,Vadodara,0.63,6.76,39.72763336,189,27,7,24,1
2018-07-08,GUJARAT,Navsari,1.63,11.21,41.60150919,189,27,7,14,1
2018-07-08,GUJARAT,Surendranagar,0.01,0.08,19.54816681,189,27,7,21,2
2018-07-08,GUJARAT,Bharuch,3.27,19.92,41.87257429,189,27,7,4,0
2018-07-08,GUJARAT,Valsad,3.26,21.81,37.81331021,189,27,7,25,0
2018-07-08,GUJARAT,Amreli,1.22,10.46,36.58769532,189,27,7,1,1
2018-07-08,GUJARAT,Anand,0.98,7.99,30.65456201,189,27,7,2,1
2018-07-08,GUJARAT,Bhavnagar,1.35,9.32,35.86925714,189,27,7,5,1
2018-07-08,GUJARAT,Kheda,1.52,14.55,29.27218993,189,27,7,11,1
2018-07-08,GUJARAT,Patan,0.06,0.55,24.30688927,189,27,7,16,2
2018-07-08,GUJARAT,The Dangs,2.08,11.57,30.50965615,189,27,7,23,1
2018-07-08,GUJARAT,Tapi,1.2,8.77,40.8476449,189,27,7,22,1
2018-07-08,GUJARAT,Panch Mahals,1.01,8.34,35.58472126,189,27,7,15,1
2018-07-08,GUJARAT,Surat,1.56,10.51,43.5313528,189,27,7,20,1
2018-07-08,GUJARAT,Sabar Kantha,1.31,11.9,31.58180581,189,27,7,19,1
2018-07-08,GUJARAT,Mahesana,0.04,0.35,24.44307694,189,27,7,12,2
2018-07-08,GUJARAT,Banas Kantha,0.14,1.26,19.26803783,189,27,7,3,2
2018-07-08,GUJARAT,Dohad,0.64,4.55,39.52043865,189,27,7,6,2
2018-07-08,GUJARAT,Ahmadabad,0.41,2.99,32.16259858,189,27,7,0,2
2018-07-08,GUJARAT,Porbandar,0.08,1.31,27.75656924,189,27,7,17,2
2018-07-08,GUJARAT,Junagadh,0.2,2.03,23.81430071,189,27,7,9,2
2018-07-08,GUJARAT,Kachchh,1.09,6.08,10.64293832,189,27,7,10,1
2018-07-08,GUJARAT,Rajkot,0.01,0.09,18.99039316,189,27,7,18,2
2018-07-07,GUJARAT,Gandhinagar,0.11,0.94,27.43757515,188,27,7,7,2
2018-07-07,GUJARAT,Narmada,0.06,0.43,45.74967196,188,27,7,13,2
2018-07-07,GUJARAT,Jamnagar,0.06,0.43,16.38912166,188,27,7,8,2
2018-07-07,GUJARAT,Vadodara,0.82,8.64,43.15362744,188,27,7,24,1
2018-07-07,GUJARAT,Navsari,2.41,15.71,43.73346286,188,27,7,14,0
2018-07-07,GUJARAT,Surendranagar,0.01,0.08,19.91941869,188,27,7,21,2
2018-07-07,GUJARAT,Bharuch,3.15,19.12,42.38517225,188,27,7,4,0
2018-07-07,GUJARAT,Valsad,5.59,34.91,40.75363156,188,27,7,25,0
2018-07-07,GUJARAT,Amreli,1.32,11.08,38.87529873,188,27,7,1,1
2018-07-07,GUJARAT,Anand,1.17,9.82,31.98649699,188,27,7,2,1
2018-07-07,GUJARAT,Bhavnagar,1.62,11.21,38.50684391,188,27,7,5,1
2018-07-07,GUJARAT,Kheda,1.85,17.63,31.47890013,188,27,7,11,0
2018-07-07,GUJARAT,Patan,0.07,0.61,25.01855108,188,27,7,16,2
2018-07-07,GUJARAT,The Dangs,7.82,45.13,36.74035641,188,27,7,23,0
2018-07-07,GUJARAT,Tapi,1.95,13.04,43.54782466,188,27,7,22,1
2018-07-07,GUJARAT,Panch Mahals,1.96,15.97,40.29012306,188,27,7,15,0
2018-07-07,GUJARAT,Surat,1.58,10.73,44.53840357,188,27,7,20,1
2018-07-07,GUJARAT,Sabar Kantha,1.39,12.57,32.72210314,188,27,7,19,1
2018-07-07,GUJARAT,Mahesana,0.04,0.36,25.26465623,188,27,7,12,2
2018-07-07,GUJARAT,Banas Kantha,0.16,1.45,19.93147014,188,27,7,3,2
2018-07-07,GUJARAT,Dohad,1.42,10.19,44.30755223,188,27,7,6,1
2018-07-07,GUJARAT,Ahmadabad,0.42,3.0,33.16933048,188,27,7,0,2
2018-07-07,GUJARAT,Porbandar,0.08,1.32,28.12900787,188,27,7,17,2
2018-07-07,GUJARAT,Junagadh,0.22,2.11,24.06360609,188,27,7,9,2
2018-07-07,GUJARAT,Kachchh,1.1,6.13,10.87723205,188,27,7,10,1
2018-07-07,GUJARAT,Rajkot,0.01,0.09,19.14066231,188,27,7,18,2
2018-07-06,GUJARAT,Gandhinagar,0.1,0.88,27.74747781,187,27,7,7,2
2018-07-06,GUJARAT,Narmada,0.01,0.06,44.64478105,187,27,7,13,2
2018-07-06,GUJARAT,Jamnagar,0.06,0.43,16.46043166,187,27,7,8,2
2018-07-06,GUJARAT,Vadodara,0.51,5.53,40.34985738,187,27,7,24,1
2018-07-06,GUJARAT,Navsari,1.66,11.03,43.50851962,187,27,7,14,1
2018-07-06,GUJARAT,Surendranagar,0.01,0.08,21.02537096,187,27,7,21,2
2018-07-06,GUJARAT,Bharuch,3.02,18.45,43.9673902,187,27,7,4,0
2018-07-06,GUJARAT,Valsad,4.26,27.02,39.85292139,187,27,7,25,0
2018-07-06,GUJARAT,Amreli,0.91,7.75,36.83418338,187,27,7,1,1
2018-07-06,GUJARAT,Anand,1.23,9.81,32.39986461,187,27,7,2,1
2018-07-06,GUJARAT,Bhavnagar,1.43,9.92,37.96084243,187,27,7,5,1
2018-07-06,GUJARAT,Kheda,1.34,12.74,29.51188894,187,27,7,11,1
2018-07-06,GUJARAT,Patan,0.09,0.72,26.6611831,187,27,7,16,2
2018-07-06,GUJARAT,The Dangs,2.08,11.42,31.66810879,187,27,7,23,1
2018-07-06,GUJARAT,Tapi,1.47,9.8,42.59646248,187,27,7,22,1
2018-07-06,GUJARAT,Panch Mahals,0.47,4.21,32.8027027,187,27,7,15,2
2018-07-06,GUJARAT,Surat,1.5,9.94,44.94161737,187,27,7,20,1
2018-07-06,GUJARAT,Sabar Kantha,1.4,12.47,31.92235574,187,27,7,19,1
2018-07-06,GUJARAT,Mahesana,0.05,0.41,26.45143578,187,27,7,12,2
2018-07-06,GUJARAT,Banas Kantha,0.21,1.9,21.17297524,187,27,7,3,2
2018-07-06,GUJARAT,Dohad,0.08,0.75,31.66962956,187,27,7,6,2
2018-07-06,GUJARAT,Ahmadabad,0.42,3.02,34.56838272,187,27,7,0,2
2018-07-06,GUJARAT,Porbandar,0.09,1.37,27.96495159,187,27,7,17,2
2018-07-06,GUJARAT,Junagadh,0.18,1.78,23.46324847,187,27,7,9,2
2018-07-06,GUJARAT,Kachchh,1.11,6.18,11.42908444,187,27,7,10,1
2018-07-06,GUJARAT,Rajkot,0.01,0.09,19.67110565,187,27,7,18,2
2018-07-05,GUJARAT,Gandhinagar,0.11,0.92,28.54909983,186,27,7,7,2
2018-07-05,GUJARAT,Narmada,0.0,0.0,41.05046729,186,27,7,13,2
2018-07-05,GUJARAT,Jamnagar,0.06,0.43,16.83778684,186,27,7,8,2
2018-07-05,GUJARAT,Vadodara,0.58,6.25,41.33139249,186,27,7,24,1
2018-07-05,GUJARAT,Navsari,1.39,9.34,40.43161535,186,27,7,14,1
2018-07-05,GUJARAT,Surendranagar,0.01,0.08,21.10003832,186,27,7,21,2
2018-07-05,GUJARAT,Bharuch,2.17,13.04,39.67247856,186,27,7,4,1
2018-07-05,GUJARAT,Valsad,2.29,15.07,36.36785895,186,27,7,25,0
2018-07-05,GUJARAT,Amreli,0.63,5.35,29.8699004,186,27,7,1,1
2018-07-05,GUJARAT,Anand,2.67,20.79,36.24089334,186,27,7,2,0
2018-07-05,GUJARAT,Bhavnagar,0.67,4.56,32.80738685,186,27,7,5,2
2018-07-05,GUJARAT,Kheda,1.55,14.21,30.25438585,186,27,7,11,1
2018-07-05,GUJARAT,Patan,0.1,0.85,28.21922785,186,27,7,16,2
2018-07-05,GUJARAT,The Dangs,1.25,7.09,30.77697311,186,27,7,23,1
2018-07-05,GUJARAT,Tapi,0.53,3.38,38.21813889,186,27,7,22,2
2018-07-05,GUJARAT,Panch Mahals,0.47,4.22,33.13350399,186,27,7,15,2
2018-07-05,GUJARAT,Surat,1.4,9.16,41.24142289,186,27,7,20,1
2018-07-05,GUJARAT,Sabar Kantha,1.69,14.8,34.46450603,186,27,7,19,1
