state,city,station,latitude,longitude,aqi_category,aqi_label,hotspot_cluster,PM2.5,NO2
Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",23.838586,78.759431,1,Satisfactory,0,44.0,14.0
Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",23.8640158,78.80289321,1,Satisfactory,0,42.0,27.0
Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",24.58434363,80.8549414,1,Satisfactory,0,50.0,12.0
Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24.10897,82.64558,4,Very Poor,0,193.0,94.0
Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",23.1633321,75.800225,2,Moderate,0,77.0,46.0
Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",19.10122,74.73339,2,Moderate,0,74.0,21.0
Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",20.719516,77.000253,3,Poor,0,93.0,31.0
Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",19.215784,73.199781,2,Moderate,0,64.0,56.0
Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",20.9402359,77.7895248,2,Moderate,0,81.0,29.0
Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",20.939198,77.765701,3,Poor,0,117.0,22.0
Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",19.87562,75.38731,2,Moderate,0,63.0,35.0
Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",19.8389439,75.244448,3,Poor,0,114.0,19.0
Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",19.863756,75.321188,3,Poor,0,91.0,37.0
Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",19.16485,73.23409,2,Moderate,0,74.0,20.0
Maharashtra,Beed,"Bir, Beed - MPCB",18.988474,75.753873,1,Satisfactory,0,49.0,40.0
Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",19.0243902,73.0406721,1,Satisfactory,0,44.0,23.0
Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",19.309073,73.057223,2,Moderate,0,81.0,21.0
Maharashtra,Boisar,"Khaira, Boisar - MPCB",19.786089,72.757971,1,Satisfactory,0,51.0,24.0
Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",19.9629,79.298714,1,Satisfactory,0,60.0,31.0
Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",19.9775302,79.2337086,2,Moderate,0,62.0,14.0
Maharashtra,Dhule,"Deopur, Dhule - MPCB",20.918946,74.776388,3,Poor,0,96.0,11.0
Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",19.2268427,73.0788456,1,Satisfactory,0,36.0,39.0
Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",19.710842,77.151824,2,Moderate,0,67.0,24.0
Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",21.001264,75.565602,2,Moderate,0,81.0,6.0
Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",19.854616,75.905894,2,Moderate,0,76.0,9.0
Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",19.25292,73.142019,2,Moderate,0,70.0,37.0
Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",19.192056,72.9585188,2,Moderate,0,70.0,13.0
Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",16.6870449,74.2505872,2,Moderate,0,75.0,23.0
Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",16.7143745,74.2426398,1,Satisfactory,0,45.0,23.0
Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",18.39963,76.57452,3,Poor,0,112.0,55.0
Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",18.1023399,73.4783687,3,Poor,0,94.0,23.0
Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",20.555712,74.529236,4,Very Poor,0,125.0,11.0
Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",19.296481,72.840923,1,Satisfactory,0,48.0,26.0
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",19.053536,72.84643,1,Satisfactory,0,32.0,44.0
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",19.065931,72.862131,3,Poor,0,94.0,23.0
Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",19.23241,72.86895,1,Satisfactory,0,52.0,32.0
Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",19.2243333,72.8658113,0,Good,0,21.0,23.0
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",18.9767,72.838,1,Satisfactory,0,44.0,38.0
Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",19.11074,72.86084,1,Satisfactory,0,58.0,77.0
Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",19.0364585,72.8954371,1,Satisfactory,0,37.0,30.0
Maharashtra,Mumbai,"Deonar, Mumbai - IITM",19.04946,72.923,1,Satisfactory,0,49.0,23.0
Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",19.083694,72.920967,2,Moderate,0,66.0,25.0
Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",19.2058,72.8682,0,Good,0,9.0,36.0
Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",19.215859,72.831718,0,Good,0,29.0,17.0
Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",19.0632143,72.8456324,1,Satisfactory,0,32.0,17.0
Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",19.1653323,72.922099,1,Satisfactory,0,49.0,20.0
Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",19.0863,72.8888,2,Moderate,0,61.0,5.0
Maharashtra,Mumbai,"Malad West, Mumbai - IITM",19.19709,72.82204,0,Good,0,29.0,52.0
Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",18.96702,72.84214,1,Satisfactory,0,47.0,60.0
Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",19.1878657,72.8304069,0,Good,0,24.0,15.0
Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",19.175,72.9419,1,Satisfactory,0,43.0,21.0
Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",18.897756,72.81332,1,Satisfactory,0,50.0,40.0
Maharashtra,Mumbai,"Powai, Mumbai - MPCB",19.1375,72.915056,1,Satisfactory,0,44.0,7.0
Maharashtra,Mumbai,"Sewri, Mumbai - BMC",19.000084,72.85673,0,Good,0,29.0,26.0
Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",19.060498,72.923356,1,Satisfactory,0,58.0,18.0
Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,1,Satisfactory,0,60.0,25.0
Maharashtra,Mumbai,"Sion, Mumbai - MPCB",19.047,72.8746,4,Very Poor,0,144.0,58.0
Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",19.10861,72.83622,0,Good,0,28.0,11.0
Maharashtra,Mumbai,"Worli, Mumbai -MPCB",18.994218,72.8158167,0,Good,0,28.0,12.0
Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",21.121801,79.04952,4,Very Poor,0,154.0,17.0
Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",21.14472,79.107595,4,Very Poor,0,143.0,52.0
Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21.152875,79.0517531,3,Poor,0,112.0,33.0
Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",21.143383,79.048912,4,Very Poor,0,132.0,19.0
Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",19.173852,77.296291,3,Poor,0,95.0,23.0
Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",20.0073285,73.7762427,1,Satisfactory,0,53.0,5.0
Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",20.021503,73.813844,1,Satisfactory,0,60.0,8.0
Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",19.95022,73.73148,2,Moderate,0,85.0,8.0
Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",19.9591346,73.7788008,1,Satisfactory,0,57.0,16.0
Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.090337,73.014232,2,Moderate,0,86.0,19.0
Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",19.1135051,73.008978,2,Moderate,0,61.0,85.0
Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",19.008751,73.01662,1,Satisfactory,0,54.0,50.0
Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",19.0575752,73.0151367,1,Satisfactory,0,34.0,25.0
Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",19.02579,73.10297,1,Satisfactory,0,51.0,24.0
Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",19.063,73.1209,2,Moderate,0,74.0,14.0
Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",19.265594,76.761463,1,Satisfactory,0,54.0,81.0
Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",18.614767,73.799516,2,Moderate,0,90.0,60.0
Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",18.616318,73.765797,2,Moderate,0,68.0,53.0
Maharashtra,Pune,"Bhosari, Pune - IITM",18.640051,73.848956,2,Moderate,0,67.0,11.0
Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",18.60577,73.749976,3,Poor,0,115.0,41.0
Maharashtra,Pune,"Dhankawadi, Pune - IITM",18.459883,73.852193,2,Moderate,0,65.0,29.0
Maharashtra,Pune,"Hadapsar, Pune - IITM",18.501793,73.927532,1,Satisfactory,0,32.0,106.0
Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",18.45445,73.854155,1,Satisfactory,0,60.0,33.0
Maharashtra,Pune,"Mhada Colony, Pune - IITM",18.57304,73.927715,2,Moderate,0,90.0,94.0
Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",18.536457,73.805454,2,Moderate,0,66.0,11.0
Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2,Moderate,0,67.0,64.0
Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",18.547056,73.826908,2,Moderate,0,64.0,42.0
Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",16.5038,74.3623,2,Moderate,0,73.0,16.0
Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",17.6336264,75.9132495,3,Poor,0,108.0,16.0
Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",17.65439,75.90649,3,Poor,0,120.0,43.0
Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",19.26777,72.97182,1,Satisfactory,0,44.0,23.0
Maharashtra,Thane,"Upvan Fort, Thane - MPCB",19.222279,72.957979,2,Moderate,0,61.0,23.0
Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",19.235581,73.159121,1,Satisfactory,0,56.0,17.0
Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",19.2307571,73.155192,1,Satisfactory,0,45.0,38.0
Maharashtra,Virar,"Bolinj, Virar - MPCB",19.445821,72.7988231,1,Satisfactory,0,43.0,25.0
Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",25.5803419,91.8942571,2,Moderate,0,73.0,25.0
Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",25.5586,91.8985,2,Moderate,0,73.0,23.0
Odisha,Angul,"Hakimapada, Angul - OSPCB",20.832874,85.104082,2,Moderate,0,76.0,32.0
Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",21.51161,86.89088,1,Satisfactory,0,38.0,6.0
Odisha,Barbil,"Forest Office, Barbil - OSPCB",22.1166054,85.3945546,4,Very Poor,0,219.0,34.0
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",21.941841,86.728318,2,Moderate,0,66.0,23.0
Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20.24079,85.836784,1,Satisfactory,0,35.0,7.0
Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",20.34652,85.8163,1,Satisfactory,0,37.0,7.0
Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",22.06156703,85.47409613,4,Very Poor,0,138.0,6.0
Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21.8004996,83.8396977,4,Very Poor,0,191.0,19.0
Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",20.48891,85.84768,1,Satisfactory,0,39.0,10.0
Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",21.6439,85.599355,3,Poor,0,94.0,9.0
Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",21.847279,85.416905,4,Very Poor,0,156.0,12.0
Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",22.265816,86.174829,2,Moderate,0,63.0,11.0
Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",22.18972222,84.86277778,2,Moderate,0,84.0,11.0
Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",22.220833,84.809444,5,Severe,0,324.0,15.0
Odisha,Suakati,"OMC Colony, Suakati - OSPCB",21.606865,85.510538,2,Moderate,0,75.0,15.0
Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",20.9360711,85.1707021,2,Moderate,0,62.0,42.0
Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",21.869985,85.167016,4,Very Poor,0,167.0,23.0
Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",11.9309,79.8027,1,Satisfactory,0,36.0,9.0
Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",31.62,74.876512,2,Moderate,0,63.0,25.0
Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",30.233011,74.907758,1,Satisfactory,0,47.0,24.0
Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",31.321907,75.578914,2,Moderate,0,63.0,42.0
Punjab,Khanna,"Kalal Majra, Khanna - PPCB",30.736056,76.209694,2,Moderate,0,86.0,28.0
Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",30.9028,75.8086,2,Moderate,0,86.0,33.0
Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",30.649961,76.331442,4,Very Poor,0,180.0,24.0
Punjab,Patiala,"Model Town, Patiala - PPCB",30.349388,76.366642,1,Satisfactory,0,49.0,18.0
Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",31.0325454,76.5623046,2,Moderate,0,86.0,8.0
Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",26.470859,74.646594,2,Moderate,0,88.0,30.0
Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",27.554793,76.611536,2,Moderate,0,76.0,95.0
Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",23.55519,74.44001,1,Satisfactory,0,54.0,25.0
Rajasthan,Baran,"Bamboliya, Baran - RSPCB",25.106006,76.469948,1,Satisfactory,0,60.0,20.0
Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",25.747299,71.393989,2,Moderate,0,67.0,10.0
Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",27.215415,77.50873,1,Satisfactory,0,48.0,28.0
Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",25.339605,74.618883,2,Moderate,0,74.0,21.0
Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",28.194909,76.862296,4,Very Poor,0,217.0,60.0
Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",28.207266,76.829265,4,Very Poor,0,231.0,61.0
Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",28.018792,73.292658,1,Satisfactory,0,55.0,36.0
Rajasthan,Bundi,"New Colony, Bundi - RSPCB",25.435774,75.644272,2,Moderate,0,77.0,50.0
Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",24.892047,74.623527,2,Moderate,0,67.0,24.0
Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",28.296139,74.961696,1,Satisfactory,0,49.0,18.0
Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",26.895552,76.334753,1,Satisfactory,0,49.0,29.0
Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",26.699557,77.898881,1,Satisfactory,0,46.0,32.0
Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",23.837789,73.714926,2,Moderate,0,71.0,21.0
Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",29.61075,74.283608,0,Good,0,18.0,20.0
Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",26.902909,75.836858,3,Poor,0,111.0,25.0
Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",26.843698,75.766894,2,Moderate,0,78.0,57.0
Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",26.9164092,75.7994901,2,Moderate,0,74.0,98.0
Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",26.786682,75.827928,4,Very Poor,0,161.0,131.0
Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",26.960669,75.771817,3,Poor,0,99.0,44.0
Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",26.9502929,75.730943,3,Poor,0,113.0,59.0
Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",26.912329,70.909168,2,Moderate,0,72.0,18.0
Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",25.344694,72.626208,3,Poor,0,95.0,9.0
Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",24.588397,76.172782,1,Satisfactory,0,52.0,79.0
Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",28.108988,75.386577,1,Satisfactory,0,59.0,30.0
Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",26.268249,73.0193853,2,Moderate,0,63.0,21.0
Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",26.29581,73.082283,1,Satisfactory,0,56.0,19.0
Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",26.215415,73.070156,1,Satisfactory,0,58.0,13.0
Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",26.358805,73.047444,2,Moderate,0,76.0,11.0
Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.253384,72.976571,2,Moderate,0,77.0,10.0
Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",26.506177,77.025989,1,Satisfactory,0,55.0,24.0
Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",25.16409,75.858137,2,Moderate,0,74.0,49.0
Rajasthan,Kota,"Nayapura, Kota - RSPCB",25.196024,75.855668,2,Moderate,0,68.0,41.0
Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",25.14389,75.821256,4,Very Poor,0,122.0,7.0
Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2,Moderate,0,78.0,17.0
Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",25.771061,73.340227,4,Very Poor,0,202.0,23.0
Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",24.041198,74.780702,2,Moderate,0,67.0,18.0
Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",25.03636,73.883502,1,Satisfactory,0,34.0,8.0
Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",26.031443,76.359327,1,Satisfactory,0,59.0,32.0
Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",27.608912,75.153302,2,Moderate,0,61.0,34.0
Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",24.885261,72.857549,2,Moderate,0,89.0,7.0
Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",29.931624,73.864511,1,Satisfactory,0,36.0,10.0
Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",26.159933,75.780517,2,Moderate,0,85.0,35.0
Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",24.5886166,73.6321397,4,Very Poor,0,156.0,47.0
Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",27.33853,88.614099,1,Satisfactory,0,52.0,6.0
TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,0,Good,0,28.0,12.0
TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",13.1278,80.2642,1,Satisfactory,0,31.0,14.0
TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",13.1662,80.2584,1,Satisfactory,0,47.0,5.0
TamilNadu,Chennai,"Manali, Chennai - CPCB",13.164544,80.26285,0,Good,0,30.0,10.0
TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",12.9533,80.2357,1,Satisfactory,0,31.0,5.0
TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",13.1036,80.2909,0,Good,0,29.0,14.0
TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,2,Moderate,0,68.0,13.0
TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",11.0328,77.0349,1,Satisfactory,0,57.0,10.0
TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",10.942451,76.978996,1,Satisfactory,0,43.0,2.0
TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",13.4127,80.1081,4,Very Poor,0,124.0,19.0
TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",11.258242,77.552761,2,Moderate,0,73.0,12.0
TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",8.816428,78.099039,2,Moderate,0,73.0,23.0
Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17.460103,78.334361,0,Good,0,29.0,25.0
Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17.470431,78.566959,1,Satisfactory,0,52.0,19.0
Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17.5184,78.278777,2,Moderate,0,73.0,10.0
Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17.5316895,78.218939,2,Moderate,0,69.0,7.0
Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17.585705,78.126199,1,Satisfactory,0,60.0,10.0
Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.339194,2,Moderate,0,63.0,14.0
Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17.544899,78.486949,1,Satisfactory,0,50.0,14.0
Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,1,Satisfactory,0,53.0,16.0
Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17.528544,78.286195,1,Satisfactory,0,40.0,16.0
Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,1,Satisfactory,0,48.0,23.0
Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.417094,78.457437,1,Satisfactory,0,54.0,12.0
Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.349694,78.451437,2,Moderate,0,80.0,10.0
Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",23.8175497,91.2726974,2,Moderate,0,67.0,19.0
Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",27.23711,78.01936,2,Moderate,0,70.0,20.0
Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",27.106972,78.000111,3,Poor,0,106.0,14.0
Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27.19865833,78.00598056,4,Very Poor,0,168.0,12.0
Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19412,77.96237,2,Moderate,0,73.0,36.0
Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",27.169338,78.03582,1,Satisfactory,0,50.0,22.0
Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.19862,77.92066,2,Moderate,0,68.0,40.0
Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",28.964949,77.278761,4,Very Poor,0,129.0,41.0
Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",28.359581,79.414455,0,Good,0,14.0,2.0
Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",28.38910936,79.42963708,1,Satisfactory,0,37.0,9.0
Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",28.406963,77.849831,2,Moderate,0,73.0,23.0
Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",27.168897,78.37696,2,Moderate,0,66.0,17.0
Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",27.1594,78.3953,3,Poor,0,92.0,15.0
Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28.646233,77.358075,4,Very Poor,0,185.0,64.0
Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",28.757294,77.278792,4,Very Poor,0,232.0,49.0
Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839,4,Very Poor,0,154.0,65.0
Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28.6603346,77.3572563,4,Very Poor,0,202.0,65.0
Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.730136,83.433859,2,Moderate,0,79.0,12.0
Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",28.47272,77.482,4,Very Poor,0,138.0,70.0
Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28.557054,77.453663,4,Very Poor,0,226.0,107.0
Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",28.725645,77.749675,4,Very Poor,0,133.0,24.0
Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",25.4547,78.6039,1,Satisfactory,0,43.0,6.0
Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",26.428282,80.327067,2,Moderate,0,64.0,27.0
Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26.509954,80.249612,2,Moderate,0,61.0,25.0
Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26.4703136,80.3229863,2,Moderate,0,86.0,47.0
Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28.2348927,77.8683002,2,Moderate,0,89.0,7.0
Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",26.766433,80.927299,1,Satisfactory,0,34.0,12.0
Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,3,Poor,0,94.0,9.0
Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26.906111,80.948222,4,Very Poor,0,128.0,41.0
