state,city,station,latitude,longitude,aqi_category,aqi_label,hotspot_cluster,PM2.5,NO2
Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.90723,80.98579,1,Satisfactory,0,36.0,32.0
Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,4,Very Poor,0,183.0,20.0
Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,4,Very Poor,0,132.0,46.0
Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",28.999264,77.7590354,4,Very Poor,0,122.0,126.0
Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",28.9535882,77.7622941,3,Poor,0,114.0,45.0
Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.06351,77.709723,4,Very Poor,0,122.0,50.0
Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28.83526,78.7446,1,Satisfactory,0,53.0,29.0
Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",28.840739,78.697531,3,Poor,0,101.0,41.0
Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28.88528,78.7388,3,Poor,0,94.0,16.0
Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.856664,78.772638,2,Moderate,0,77.0,25.0
Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.849399,78.742362,1,Satisfactory,0,60.0,25.0
Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",28.802625,78.753728,1,Satisfactory,0,58.0,29.0
Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.4723508,77.7194031,4,Very Poor,0,137.0,39.0
Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",28.5447608,77.3231257,4,Very Poor,0,190.0,58.0
Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",28.6245479,77.3577104,4,Very Poor,0,121.0,16.0
Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",28.5898,77.3101,4,Very Poor,0,155.0,71.0
Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",28.56923,77.393848,4,Very Poor,0,184.0,118.0
Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.425602,81.917152,2,Moderate,0,68.0,6.0
Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",25.494,81.863,2,Moderate,0,64.0,12.0
Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916,81.82735986,1,Satisfactory,0,47.0,5.0
Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",26.207781,81.245571,3,Poor,0,104.0,19.0
Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",25.3505986,82.9083074,2,Moderate,0,80.0,41.0
Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.301778,82.996789,2,Moderate,0,79.0,8.0
Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",25.262326,82.995408,1,Satisfactory,0,42.0,2.0
Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",25.32393,82.99687,2,Moderate,0,63.0,2.0
Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27.571409,77.655757,1,Satisfactory,0,55.0,27.0
Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",30.269444,78.044167,3,Poor,0,97.0,2.0
Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",29.2124114,78.9611753,2,Moderate,0,73.0,23.0
Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.075911,78.2859547,0,Good,0,2.0,23.0
West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.685297,86.945968,2,Moderate,0,62.0,22.0
West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",23.697936,86.944395,1,Satisfactory,0,42.0,15.0
West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",23.618183,87.105718,1,Satisfactory,0,32.0,10.0
West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",23.616515,87.119133,1,Satisfactory,0,39.0,10.0
West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",22.7605581,88.3617589,1,Satisfactory,0,36.0,15.0
West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",23.567923,87.306843,1,Satisfactory,0,47.0,10.0
West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.508764,87.35444,1,Satisfactory,0,42.0,29.0
West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",23.549395,87.300496,1,Satisfactory,0,40.0,26.0
West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06047,88.109737,0,Good,0,28.0,23.0
West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.629801,88.352017,1,Satisfactory,0,46.0,39.0
West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",22.554954,88.292568,0,Good,0,27.0,17.0
West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",22.6025571,88.3105664,2,Moderate,0,73.0,16.0
West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.611968,88.347422,1,Satisfactory,0,57.0,23.0
West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",22.5687319,88.2797276,1,Satisfactory,0,39.0,37.0
West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022,1,Satisfactory,0,44.0,17.0
West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,1,Satisfactory,0,39.0,13.0
West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.55664,88.342674,1,Satisfactory,0,40.0,23.0
West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,1,Satisfactory,0,50.0,12.0
West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627847,88.380669,2,Moderate,0,63.0,35.0
West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,1,Satisfactory,0,36.0,59.0
West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,1,Satisfactory,0,38.0,30.0
West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",26.6879226,88.4152495,1,Satisfactory,0,55.0,54.0
