state,city,station,latitude,longitude,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,aqi_category,aqi_label
Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,34.0,4.0,17.0,21.0,48.0,49.0,11.0,1,Satisfactory
Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222,34.0,8.0,16.0,42.0,76.0,85.0,17.0,2,Moderate
Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",16.554731,80.64911,24.0,5.0,21.0,31.0,62.0,55.0,20.0,1,Satisfactory
Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,30.0,3.0,47.0,7.0,112.0,46.0,33.0,1,Satisfactory
Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27.103358,93.679645,10.0,5.0,6.0,5.0,18.0,13.0,9.0,0,Good
Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488,62.0,4.0,8.0,15.0,84.0,129.0,32.0,4,Very Poor
Assam,Guwahati,"IITG, Guwahati - PCBA",26.2028636,91.70046436,8.0,5.0,1.0,3.0,25.0,26.0,31.0,0,Good
Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544,41.0,5.0,15.0,11.0,129.0,114.0,11.0,3,Poor
Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.1875,91.744194,21.0,1.0,23.0,11.0,26.0,33.0,8.0,1,Satisfactory
Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,33.0,1.0,3.0,20.0,38.0,51.0,1.0,1,Satisfactory
Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449,22.0,4.0,7.0,15.0,105.0,73.0,12.0,2,Moderate
Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,22.0,6.0,14.0,16.0,116.0,154.0,8.0,4,Very Poor
Assam,Silchar,"Tarapur, Silchar - PCBA",24.82827,92.79525,27.0,1.0,24.0,2.0,40.0,32.0,6.0,1,Satisfactory
Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574,15.0,2.0,35.0,23.0,19.0,13.0,7.0,0,Good
Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,49.0,4.0,2.0,10.0,43.0,50.0,35.0,1,Satisfactory
Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264,52.0,2.0,7.0,8.0,92.0,130.0,5.0,4,Very Poor
